Observation,Action
"0.04091568,1.4220779,0.067515425,-0.13569069,0.13696323,0.16916172,0.0,0.0",2
"0.041607667,1.4184268,0.05897536,-0.16324328,0.14716122,0.20395954,0.0,0.0",1
"0.042299557,1.4141771,0.058977194,-0.18991855,0.15735912,0.20395808,0.0,0.0",0
"0.04292326,1.4093126,0.05042676,-0.21749823,0.1693021,0.2388595,0.0,0.0",1
"0.043487262,1.4038439,0.042987555,-0.24464314,0.18274361,0.26883036,0.0,0.0",1
"0.04412117,1.3977897,0.05179746,-0.2705418,0.19439715,0.23307052,0.0,0.0",3
"0.044754885,1.3911372,0.051800646,-0.29721966,0.20605054,0.2330683,0.0,0.0",0
"0.045484543,1.3839185,0.06389805,-0.32212177,0.21519575,0.18290412,0.0,0.0",3
"0.046213914,1.376101,0.06390025,-0.34879526,0.2243409,0.18290308,0.0,0.0",0
"0.046893977,1.3688928,0.058381103,-0.3218594,0.23409326,0.19504717,0.0,0.0",2
"0.047637463,1.361119,0.06645422,-0.34677222,0.2421188,0.16051088,0.0,0.0",3
"0.04838085,1.3527462,0.066456124,-0.37344414,0.25014433,0.16051017,0.0,0.0",0
"0.049046136,1.3437397,0.056622267,-0.4020098,0.26025555,0.20222354,0.0,0.0",1
"0.049651433,1.334123,0.04915398,-0.4294706,0.2718887,0.2326632,0.0,0.0",1
"0.050341893,1.3239539,0.05998081,-0.4536834,0.2811837,0.18589982,0.0,0.0",3
"0.051032163,1.3131855,0.05998376,-0.48035705,0.2904786,0.18589874,0.0,0.0",0
"0.051799677,1.3018541,0.06977298,-0.5050274,0.29767892,0.14400664,0.0,0.0",3
"0.052567005,1.2899234,0.069774866,-0.5316983,0.30487922,0.1440061,0.0,0.0",0
"0.053334333,1.2773932,0.06977679,-0.55836904,0.3120795,0.14400558,0.0,0.0",0
"0.054101467,1.2642637,0.06977876,-0.58503985,0.31927973,0.14400509,0.0,0.0",0
"0.054623127,1.251106,0.045749314,-0.58621895,0.32595518,0.13350919,0.0,0.0",2
"0.055066206,1.2373183,0.035905294,-0.61470985,0.33471859,0.17526866,0.0,0.0",1
"0.05544586,1.2228918,0.02788363,-0.643553,0.34526944,0.2110173,0.0,0.0",1
"0.05541153,1.208818,-0.012703687,-0.62775993,0.355013,0.19487123,0.0,0.0",2
"0.055068303,1.1948867,-0.043059334,-0.6213601,0.36421204,0.18398044,0.0,0.0",2
"0.054724693,1.1803563,-0.0430556,-0.64803344,0.373411,0.18397938,0.0,0.0",0
"0.054294012,1.165165,-0.0541098,-0.67809737,0.3851395,0.23456982,0.0,0.0",1
"0.053417206,1.1503282,-0.097912736,-0.6622151,0.39606166,0.21844299,0.0,0.0",2
"0.052540015,1.134893,-0.09790704,-0.688891,0.40698373,0.21844128,0.0,0.0",0
"0.05158758,1.1188139,-0.1073492,-0.7181569,0.42003056,0.26093626,0.0,0.0",1
"0.050691128,1.1021732,-0.100170135,-0.74276906,0.43144754,0.22833991,0.0,0.0",3
"0.049877547,1.0849992,-0.08956181,-0.7658335,0.4403649,0.17834805,0.0,0.0",3
"0.049063586,1.0672262,-0.0895576,-0.79250616,0.44928223,0.17834707,0.0,0.0",0
"0.04824934,1.048854,-0.08955331,-0.8191788,0.4581995,0.17834607,0.0,0.0",0
"0.047356606,1.0298159,-0.09954251,-0.849557,0.4695312,0.22663395,0.0,0.0",1
"0.0464633,1.0101792,-0.09953531,-0.8762333,0.4808628,0.22663192,0.0,0.0",0
"0.04536047,0.99108094,-0.12112059,-0.85262626,0.4929586,0.24191599,0.0,0.0",2
"0.043863963,0.9722509,-0.16011135,-0.84068024,0.50471777,0.23518276,0.0,0.0",2
"0.04229374,0.9527618,-0.16940108,-0.8708094,0.5187374,0.28039163,0.0,0.0",1
"0.040722657,0.9326752,-0.16938902,-0.8974903,0.53275675,0.28038782,0.0,0.0",0
"0.03891449,0.91281927,-0.1933093,-0.887471,0.5471326,0.28751707,0.0,0.0",2
"0.03710537,0.89236563,-0.19329599,-0.9141525,0.56150824,0.28751296,0.0,0.0",0
"0.035363674,0.8713825,-0.18451986,-0.9369764,0.5736223,0.24228093,0.0,0.0",3
"0.033621214,0.84980077,-0.18450995,-0.9636534,0.5857362,0.2422785,0.0,0.0",0
"0.031928252,0.82767665,-0.17804322,-0.9872016,0.596119,0.20765582,0.0,0.0",3
"0.03030262,0.80502176,-0.1693533,-1.0099812,0.6042369,0.16235937,0.0,0.0",3
"0.028600503,0.78168154,-0.17917843,-1.0415089,0.6150173,0.21560779,0.0,0.0",1
"0.026835347,0.7576687,-0.18722533,-1.0723408,0.6280215,0.2600841,0.0,0.0",1
"0.02499714,0.7329771,-0.19648707,-1.1036227,0.6435501,0.3105728,0.0,0.0",1
"0.023105526,0.7076397,-0.20304942,-1.1331598,0.66077924,0.34458256,0.0,0.0",1
"0.021167088,0.6816443,-0.20890348,-1.1632984,0.6797377,0.3791696,0.0,0.0",1
"0.019304847,0.65513164,-0.19900042,-1.1853348,0.69605327,0.32631105,0.0,0.0",3
"0.01665392,0.6290188,-0.27707034,-1.1673385,0.7115461,0.30985722,0.0,0.0",2
"0.01400156,0.6023083,-0.27705085,-1.1940205,0.72703874,0.3098521,0.0,0.0",0
"0.011347771,0.57500017,-0.277031,-1.2207023,0.74253106,0.30984697,0.0,0.0",0
"0.008736896,0.5471567,-0.2712752,-1.2438012,0.756262,0.27461958,0.0,0.0",3
"0.0061802864,0.5188045,-0.263987,-1.265389,0.7676139,0.2270385,0.0,0.0",3
"0.0036229133,0.4898534,-0.26397583,-1.2920635,0.7789657,0.22703633,0.0,0.0",0
"0.001064682,0.46030363,-0.2639645,-1.3187381,0.79031736,0.2270343,0.0,0.0",0
"-0.0022191047,0.43090463,-0.33592755,-1.3117516,0.8009527,0.21270606,0.0,0.0",2
"-0.0054434775,0.4010072,-0.32803765,-1.3326509,0.8089237,0.15942094,0.0,0.0",3
"-0.009157753,0.37121823,-0.37698525,-1.3278714,0.8169115,0.15975578,0.0,0.0",2
"-0.012910271,0.3407628,-0.38197893,-1.3583868,0.8266432,0.19463474,0.0,0.0",1
"-0.016663361,0.30970824,-0.38197023,-1.3850589,0.83637494,0.19463444,0.0,0.0",0
"-0.020835876,0.27841488,-0.4235041,-1.3954754,0.845634,0.18518034,0.0,0.0",2
"-0.025406266,0.24737392,-0.46372923,-1.3846793,0.85563934,0.20010766,0.0,0.0",2
"-0.030696679,0.21646479,-0.5353452,-1.3786144,0.8651648,0.1905095,0.0,0.0",2
"-0.036044978,0.18486951,-0.5426349,-1.4104006,0.8771077,0.23885861,0.0,0.0",1
"-0.042181015,0.15347315,-0.6210165,-1.4013957,0.8886153,0.23015206,0.0,0.0",2
"-0.048357487,0.12140995,-0.6260965,-1.4320468,0.9019314,0.26632193,0.0,0.0",1
"-0.0545352,0.08874816,-0.6260791,-1.4587228,0.9152473,0.26631862,0.0,0.0",0
"-0.060775377,0.055388626,-0.6338235,-1.4912678,0.9312668,0.32038912,0.0,1.0",1
"-0.06698551,0.022169648,-0.630591,-1.4950924,0.94591945,0.2698862,0.0,1.0",3
"-0.072999954,0.005869148,-0.6118227,-0.020737799,1.0064433,1.6979967,0.0,1.0",1
"-0.00034265517,1.3917994,-0.017335871,-0.4377221,0.00039938136,0.0038843446,0.0,0.0",0
"-0.0005357742,1.3820208,-0.019404367,-0.43459925,0.0004900712,0.0018139748,0.0,0.0",2
"-0.00072889327,1.3716421,-0.019404586,-0.4612766,0.0005808747,0.001816174,0.0,0.0",0
"-0.001093483,1.3614808,-0.03571589,-0.45160967,-0.00014743481,-0.014567619,0.0,0.0",2
"-0.0014579773,1.3507195,-0.035713445,-0.47828493,-0.0008749495,-0.014551813,0.0,0.0",0
"-0.0019648552,1.3405657,-0.049253024,-0.45127872,-0.002285223,-0.02820834,0.0,0.0",2
"-0.0025627136,1.3303508,-0.05792118,-0.4539968,-0.004132941,-0.036957674,0.0,0.0",2
"-0.0032435418,1.3195354,-0.06831832,-0.48068288,-0.003894848,0.0047621005,0.0,0.0",1
"-0.0040078163,1.3081281,-0.078803286,-0.5069874,-0.0015557489,0.046786398,0.0,0.0",1
"-0.004847431,1.2961218,-0.08823333,-0.53361374,0.0026714036,0.0845508,0.0,0.0",1
"-0.0056826593,1.284063,-0.087817125,-0.5359602,0.00692372,0.085054085,0.0,0.0",2
"-0.0065998076,1.2713999,-0.0981078,-0.5628492,0.0132364165,0.1262655,0.0,0.0",1
"-0.0075848578,1.2581264,-0.10661246,-0.5900236,0.021250363,0.16029374,0.0,0.0",1
"-0.008668137,1.2442615,-0.118909046,-0.616395,0.031719517,0.209402,0.0,0.0",1
"-0.009751797,1.229798,-0.11893938,-0.6430723,0.04218632,0.20935492,0.0,0.0",0
"-0.010835743,1.214736,-0.11896919,-0.6697498,0.05265194,0.20933154,0.0,0.0",0
"-0.011982155,1.199074,-0.12677948,-0.6965584,0.064675495,0.24049255,0.0,0.0",1
"-0.013226414,1.1828165,-0.13901415,-0.72324795,0.07913619,0.28923982,0.0,0.0",1
"-0.0143906595,1.1659697,-0.12893397,-0.7494593,0.09155831,0.24846491,0.0,0.0",3
"-0.015639782,1.1485049,-0.13959727,-0.7771743,0.106136374,0.2915872,0.0,0.0",1
"-0.016988182,1.1304396,-0.15196751,-0.8042108,0.12318103,0.34092405,0.0,0.0",1
"-0.018245315,1.1117935,-0.14046939,-0.8300048,0.13788567,0.29411954,0.0,0.0",3
"-0.019503212,1.09255,-0.14050642,-0.85669494,0.15258946,0.29410174,0.0,0.0",0
"-0.020927906,1.074239,-0.15711352,-0.81538355,0.16724792,0.293196,0.0,0.0",2
"-0.022289276,1.0553157,-0.14921433,-0.84255713,0.18035656,0.26217297,0.0,0.0",3
"-0.02391615,1.0372627,-0.17534064,-0.8039393,0.1930702,0.25427297,0.0,0.0",2
"-0.025543213,1.018612,-0.17533687,-0.8306193,0.2057837,0.25426993,0.0,0.0",0
"-0.027170658,0.9993632,-0.17533284,-0.85729915,0.21849704,0.254267,0.0,0.0",0
"-0.02879839,0.97951657,-0.17532858,-0.883979,0.23121025,0.25426406,0.0,0.0",0
"-0.03050213,0.9590398,-0.18488221,-0.91242534,0.24593964,0.29458752,0.0,0.0",1
"-0.032456018,0.93934166,-0.2097592,-0.87794656,0.26058158,0.2928391,0.0,0.0",2
"-0.034319688,0.91907644,-0.19835678,-0.9028502,0.27284506,0.24526975,0.0,0.0",3
"-0.03625803,0.8981797,-0.20772412,-0.9314004,0.28710654,0.28522974,0.0,0.0",1
"-0.03819704,0.8766854,-0.20771706,-0.9580835,0.30136782,0.28522575,0.0,0.0",0
"-0.040136434,0.8545939,-0.20770964,-0.98476654,0.31562892,0.28522176,0.0,0.0",0
"-0.04216194,0.8318607,-0.21850905,-1.0139244,0.33223754,0.33217248,0.0,0.0",1
"-0.04456701,0.8096439,-0.2558703,-0.9910317,0.34830856,0.32142073,0.0,0.0",2
"-0.04697294,0.78683025,-0.25585946,-1.0177188,0.36437932,0.32141504,0.0,0.0",0
"-0.049458027,0.7633719,-0.2657526,-1.0470908,0.38266465,0.36570758,0.0,0.0",1
"-0.051944256,0.73931754,-0.2657373,-1.0737836,0.40094963,0.36569893,0.0,0.0",0
"-0.054345418,0.71471775,-0.25486958,-1.0975715,0.4168051,0.3171091,0.0,0.0",3
"-0.056747627,0.68952113,-0.254857,-1.1242574,0.43266028,0.31710362,0.0,0.0",0
"-0.05961313,0.6650242,-0.3008458,-1.0932324,0.4482499,0.31179264,0.0,0.0",2
"-0.062644675,0.64043826,-0.31733155,-1.097334,0.4638302,0.31160575,0.0,0.0",2
"-0.06595745,0.6157764,-0.34495816,-1.1007224,0.47896928,0.30278206,0.0,0.0",2
"-0.06921663,0.59056616,-0.33793235,-1.1246789,0.49238673,0.2683491,0.0,0.0",3
"-0.072768115,0.5660787,-0.36773738,-1.0929002,0.50654066,0.2830781,0.0,0.0",2
"-0.07638244,0.54094535,-0.37558997,-1.1223596,0.5225806,0.32079926,0.0,0.0",1
"-0.07999792,0.5152151,-0.37557405,-1.1490451,0.5386203,0.3207936,0.0,0.0",0
"-0.08402185,0.4895505,-0.41578954,-1.1460685,0.55409133,0.30942047,0.0,0.0",2
"-0.08841143,0.46420714,-0.45228022,-1.131955,0.56961817,0.31053665,0.0,0.0",2
"-0.09286127,0.43820086,-0.45988947,-1.1623061,0.58717805,0.35119817,0.0,0.0",1
"-0.09738207,0.41217658,-0.46741086,-1.1635588,0.6054586,0.36561164,0.0,0.0",2
"-0.10185299,0.38560212,-0.4608735,-1.1875509,0.62208647,0.3325575,0.0,0.0",3
"-0.106266595,0.35848168,-0.4534495,-1.2112154,0.6368445,0.2951613,0.0,0.0",3
"-0.1107562,0.3306744,-0.46308875,-1.2429602,0.65429443,0.348998,0.0,0.0",1
"-0.11524744,0.30227038,-0.46306577,-1.2696472,0.671744,0.34899074,0.0,0.0",0
"-0.11980333,0.27319136,-0.4711607,-1.300804,0.6915166,0.39545178,0.0,0.0",1
"-0.12430515,0.24358056,-0.46395525,-1.323761,0.7092825,0.35531884,0.0,0.0",3
"-0.12880889,0.21337296,-0.46392974,-1.3504479,0.7270481,0.35531116,0.0,0.0",0
"-0.13357076,0.18321198,-0.48986596,-1.3487352,0.745246,0.36395735,0.0,0.0",2
"-0.13838482,0.15240148,-0.4961246,-1.3785714,0.7651746,0.39857244,0.0,0.0",1
"-0.14367914,0.12176636,-0.5439201,-1.3709952,0.78515637,0.399635,0.0,0.0",2
"-0.14902115,0.09046205,-0.5497556,-1.4018797,0.80708885,0.43864927,0.0,0.0",1
"-0.15436621,0.058562074,-0.54971236,-1.4285744,0.8290206,0.43863478,0.0,1.0",0
"-0.15661888,0.054664645,-0.333731,-0.29346058,0.94715333,2.2453527,0.0,1.0",0
"-0.15941152,0.049104962,-0.33553553,-0.3049548,1.0494002,2.0450904,0.0,1.0",3
"-0.16226426,0.04414974,-0.3349865,-0.28245652,1.1392208,1.7781641,0.0,1.0",1
"-0.1661727,0.04246124,-0.37454888,-0.0843491,1.1223954,-0.1139045,0.0,0.0",0
"-0.17014942,0.040660154,-0.37951267,-0.079570636,1.0958123,-0.3599751,0.0,0.0",0
"-0.17416982,0.038569104,-0.38271683,-0.08453968,1.063448,-0.5272113,0.0,0.0",0
"-0.17891522,0.0367216,-0.4572057,-0.06933618,1.0322391,-0.5644261,0.0,0.0",2
"-0.18422279,0.03494626,-0.51456815,-0.0640185,1.0042776,-0.53607047,0.0,0.0",2
"-0.18947458,0.032643925,-0.5091887,-0.086070634,0.9754694,-0.5761861,0.0,0.0",3
"-0.19478293,0.029633269,-0.5158223,-0.119421974,0.9495107,-0.5191964,0.0,0.0",1
"-0.20005746,0.026108705,-0.51064754,-0.14142963,0.92151004,-0.56003666,0.0,0.0",3
"-0.20529309,0.022076163,-0.50472057,-0.16315967,0.89130145,-0.6041977,0.0,0.0",3
"-0.21133813,0.018263493,-0.5846957,-0.15358572,0.86072075,-0.61163956,0.0,0.0",2
"-0.21734758,0.013948927,-0.57892376,-0.17521589,0.8279422,-0.65559894,0.0,0.0",3
"-0.22336431,0.009044991,-0.5788466,-0.2018953,0.79516655,-0.6555386,0.0,0.0",0
"-0.22944593,0.0034594869,-0.5863994,-0.23387131,0.7649079,-0.6051978,0.0,0.0",1
"-0.23553328,-0.0027162456,-0.586333,-0.26055065,0.7346519,-0.60514414,0.0,0.0",0
"-0.24156666,-0.009405174,-0.5785639,-0.2828269,0.7021272,-0.65051997,0.0,0.0",3
