Observation,Action
"[ 0.01385756  1.4398211   0.47587687  0.41982505 -0.01787102 -0.14838484
  0.          0.        ]",3
"[ 0.01854153  1.4486696   0.47590017  0.3931551  -0.02528755 -0.14834428
  0.          0.        ]",0
"[ 0.02342787  1.4583983   0.49526697  0.43226442 -0.03185522 -0.13136557
  0.          0.        ]",2
"[ 0.02838373  1.468418    0.50198877  0.4451723  -0.03818056 -0.12651868
  0.          0.        ]",2
"[ 0.03354359  1.4788486   0.52152014  0.46343142 -0.04365551 -0.10950925
  0.          0.        ]",2
"[ 0.03862124  1.4886748   0.51120794  0.43661958 -0.04706393 -0.06817469
  0.          0.        ]",1
"[ 0.04366551  1.4993478   0.50824004  0.47423232 -0.0508472  -0.0756721
  0.          0.        ]",2
"[ 0.04862671  1.509434    0.49782625  0.44821444 -0.05252925 -0.03364399
  0.          0.        ]",1
"[ 0.05368233  1.5189245   0.5096351   0.42165422 -0.05657308 -0.08088408
  0.          0.        ]",3
"[ 0.05882711  1.527803    0.52083516  0.39434668 -0.06286747 -0.12589897
  0.          0.        ]",3
"[ 0.06397219  1.5360819   0.5208542   0.36767483 -0.06916042 -0.12587032
  0.          0.        ]",0
"[ 0.06905194  1.543772    0.51264656  0.34155354 -0.07379368 -0.09267324
  0.          0.        ]",1
"[ 0.07404156  1.5508605   0.50135297  0.31492725 -0.0761658  -0.04744653
  0.          0.        ]",1
"[ 0.07911873  1.5586137   0.5100087   0.3444694  -0.07842846 -0.04525785
  0.          0.        ]",2
"[ 0.0840888   1.5668266   0.5000535   0.36485928 -0.08145214 -0.06047919
  0.          0.        ]",2
"[ 0.08899441  1.5744438   0.49197134  0.33846283 -0.08285034 -0.02796654
  0.          0.        ]",1
"[ 0.09389305  1.5820205   0.4914593   0.3366563  -0.08442595 -0.03151491
  0.          0.        ]",2
"[ 0.09869613  1.58902     0.47942907  0.3111425  -0.08356116  0.01729742
  0.          0.        ]",1
"[ 0.1034111   1.5954368   0.46838084  0.28536227 -0.08046459  0.06193681
  0.          0.        ]",1
"[ 0.1082922   1.6026715   0.48457474  0.32172593 -0.07695005  0.07029675
  0.          0.        ]",2
"[ 0.1131732   1.6093061   0.48456335  0.29504552 -0.07343592  0.07028883
  0.          0.        ]",0
"[ 0.1179864   1.6153493   0.47604352  0.268833   -0.06820931  0.10454164
  0.          0.        ]",1
"[ 0.12270956  1.620796    0.46476442  0.24240173 -0.06072699  0.1496596
  0.          0.        ]",1
"[ 0.12752838  1.6256013   0.47679058  0.21377541 -0.05569463  0.10064708
  0.          0.        ]",3
"[ 0.1324317   1.6298052   0.48739514  0.18693846 -0.05278627  0.05816726
  0.          0.        ]",3
"[ 0.13739243  1.6347108   0.49308023  0.2181286  -0.04982382  0.05924907
  0.          0.        ]",2
"[ 0.14227219  1.639022    0.48291093  0.19177379 -0.04482145  0.10004707
  0.          0.        ]",1
"[ 0.14715195  1.6427337   0.48291078  0.16510503 -0.03981912  0.10004677
  0.          0.        ]",0
"[ 0.15212336  1.6458495   0.49440342  0.13854842 -0.03711485  0.05408552
  0.          0.        ]",3
"[ 0.15701866  1.6483661   0.48486194  0.11195564 -0.03250001  0.09229635
  0.          0.        ]",1
"[ 0.1621007   1.6509464   0.5027197   0.11479136 -0.02708827  0.10823496
  0.          0.        ]",2
"[ 0.16712046  1.6529396   0.49490514  0.08869705 -0.02010625  0.13964048
  0.          0.        ]",1
"[ 0.1720314   1.6552095   0.4845818   0.10095579 -0.0136817   0.12849104
  0.          0.        ]",2
"[ 0.1770051   1.6568714   0.49246845  0.07390354 -0.00883845  0.09686504
  0.          0.        ]",3
"[ 0.1819789   1.6579337   0.49246842  0.04723491 -0.0039952   0.09686488
  0.          0.        ]",0
"[1.8695259e-01 1.6583964e+00 4.9246842e-01 2.0566281e-02 8.4802095e-04
 9.6864708e-02 0.0000000e+00 0.0000000e+00]",0
"[0.19204521 1.6589228  0.50380045 0.02338403 0.0062435  0.10790946
 0.         0.        ]",2
"[ 0.19722787  1.6588521   0.51509106 -0.00315203  0.00937756  0.06268128
  0.          0.        ]",3
"[ 0.2024105   1.6581818   0.51509106 -0.02981951  0.01251162  0.06268124
  0.          0.        ]",0
"[ 0.20759125  1.6581054   0.51486385 -0.00342598  0.01568371  0.06344172
  0.          0.        ]",2
"[ 0.21269074  1.6574326   0.5046693  -0.02997102  0.02089644  0.10425456
  0.          0.        ]",1
"[ 0.21770982  1.6561539   0.49458694 -0.05694582  0.02813033  0.1446777
  0.          0.        ]",1
"[ 0.22282     1.6542716   0.50599915 -0.0837584   0.03308115  0.09901663
  0.          0.        ]",3
"[ 0.22799568  1.651787    0.51421666 -0.11050351  0.03638816  0.06614041
  0.          0.        ]",3
"[ 0.23310594  1.648693    0.5060058  -0.13764314  0.04134496  0.09913593
  0.          0.        ]",1
"[ 0.2382162   1.6449994   0.50600594 -0.16431187  0.04630173  0.09913577
  0.          0.        ]",0
"[ 0.24338846  1.6407188   0.5138043  -0.19035615  0.04968751  0.06771567
  0.          0.        ]",3
"[ 0.24863195  1.6358501   0.52274674 -0.21644214  0.05127371  0.03172383
  0.          0.        ]",3
"[ 0.2538042   1.6303691   0.51379025 -0.24372044  0.05466308  0.06778775
  0.          0.        ]",1
"[ 0.25897637  1.6242884   0.51379037 -0.27038807  0.05805248  0.06778772
  0.          0.        ]",0
"[ 0.26406127  1.6176019   0.5028296  -0.29740593  0.0636409   0.11176888
  0.          0.        ]",1
"[ 0.26914605  1.6103158   0.5028298  -0.32407525  0.06922933  0.11176866
  0.          0.        ]",0
"[ 0.27423087  1.6024302   0.50283    -0.35074458  0.07481774  0.1117684
  0.          0.        ]",0
"[ 0.27931565  1.593945    0.5028303  -0.37741384  0.08040614  0.11176815
  0.          0.        ]",0
"[ 0.28440046  1.5848601   0.5028306  -0.40408313  0.08599453  0.1117679
  0.          0.        ]",0
"[ 0.28948516  1.5751756   0.50283086 -0.43075243  0.09158292  0.11176765
  0.          0.        ]",0
"[ 0.29456988  1.5648917   0.5028312  -0.4574217   0.09717128  0.1117674
  0.          0.        ]",0
"[ 0.29965457  1.5540081   0.5028316  -0.48409098  0.10275963  0.11176719
  0.          0.        ]",0
"[ 0.30464974  1.5425172   0.4916157  -0.51126844  0.11060198  0.15684718
  0.          0.        ]",1
"[ 0.30972463  1.5304483   0.5016536  -0.53684056  0.11640057  0.11597137
  0.          0.        ]",3
"[ 0.3147995   1.5177798   0.5016541  -0.56350994  0.12219911  0.11597109
  0.          0.        ]",0
"[ 0.3198743   1.5045118   0.50165457 -0.5901794   0.12799765  0.11597081
  0.          0.        ]",0
"[ 0.32486933  1.4906394   0.4916781  -0.61724055  0.13579668  0.15598056
  0.          0.        ]",1
"[ 0.32979003  1.4761535   0.4823355  -0.64473206  0.14549156  0.19389789
  0.          0.        ]",1
"[ 0.33461493  1.4610538   0.47035265 -0.6723187   0.15761101  0.2423892
  0.          0.        ]",1
"[ 0.3393607   1.4453385   0.46045333 -0.7000294   0.17175002  0.2827801
  0.          0.        ]",1
"[ 0.34418267  1.4290553   0.47009534 -0.72513795  0.18388525  0.24270459
  0.          0.        ]",3
"[ 0.3491001   1.4121997   0.48212844 -0.75036013  0.19355115  0.19331811
  0.          0.        ]",3
"[ 0.3537755   1.39569     0.45846885 -0.7349815   0.20267946  0.18256591
  0.          0.        ]",2
"[ 0.35851336  1.3785933   0.46632186 -0.7608903   0.21020955  0.15060231
  0.          0.        ]",3
"[ 0.363173    1.3608605   0.45644623 -0.78951555  0.21982843  0.19237739
  0.          0.        ]",1
"[ 0.36776343  1.3425124   0.44779268 -0.81718224  0.2312207   0.22784516
  0.          0.        ]",1
"[ 0.3724349   1.3235829   0.457975   -0.84277916  0.24053533  0.18629242
  0.          0.        ]",3
"[ 0.3771062   1.3040545   0.45797753 -0.8694528   0.24984992  0.18629132
  0.          0.        ]",0
"[ 0.381707    1.2838924   0.4490965  -0.89800674  0.2610641   0.2242842
  0.          0.        ]",1
"[ 0.38639012  1.2631602   0.4594488  -0.92303413  0.27011523  0.18102257
  0.          0.        ]",3
"[ 0.39115915  1.2418625   0.47030583 -0.947802    0.2768793   0.13528141
  0.          0.        ]",3
"[ 0.39586896  1.2199335   0.4628083  -0.97619396  0.28526595  0.16773278
  0.          0.        ]",1
"[ 0.4005126   1.1973766   0.4544981  -1.004491    0.29542276  0.20313618
  0.          0.        ]",1
"[ 0.40509757  1.1742034   0.44720453 -1.032253    0.307097    0.23348442
  0.          0.        ]",1
"[ 0.40968218  1.1504319   0.4472096  -1.0589306   0.31877112  0.23348248
  0.          0.        ]",0
"[ 0.41401997  1.1267688   0.42295012 -1.0541172   0.33004576  0.22549272
  0.          0.        ]",2
"[ 0.41844988  1.1025566   0.43463206 -1.0780336   0.33876997  0.17448445
  0.          0.        ]",3
"[ 0.4228035   1.0777179   0.42512742 -1.1063801   0.34949985  0.21459801
  0.          0.        ]",1
"[ 0.42724314  1.0523312   0.43607277 -1.1302388   0.35780653  0.16613378
  0.          0.        ]",3
"[ 0.43123072  1.0276961   0.39135584 -1.0967599   0.36561468  0.1561633
  0.          0.        ]",2
"[ 0.43507442  1.0035341   0.37645048 -1.0759078   0.37398478  0.16740218
  0.          0.        ]",2
"[ 0.43891773  0.9787731   0.37645367 -1.1025797   0.38235492  0.16740265
  0.          0.        ]",0
"[ 0.44270268  0.9533907   0.36918157 -1.1306393   0.392272    0.19834179
  0.          0.        ]",1
"[ 0.446568    0.92746985  0.37949193 -1.1539989   0.39980283  0.15061666
  0.          0.        ]",3
"[ 0.45016366  0.90165454  0.35283273 -1.1492664   0.40703204  0.14458391
  0.          0.        ]",2
"[ 0.4538332   0.87528867  0.36221045 -1.1731874   0.4121258   0.10187516
  0.          0.        ]",3
"[ 0.45743552  0.8482794   0.35372275 -1.2023233   0.41915065  0.14049691
  0.          0.        ]",1
"[ 0.46097574  0.8206272   0.3458364  -1.2314448   0.42799553  0.17689738
  0.          0.        ]",1
"[ 0.4644392   0.7923194   0.33614132 -1.261264    0.43910104  0.22211006
  0.          0.        ]",1
"[ 0.46761322  0.76393604  0.30771792 -1.264546    0.44968194  0.21161783
  0.          0.        ]",2
"[ 0.4707117   0.7349097   0.2982854  -1.2938393   0.46239474  0.25425574
  0.          0.        ]",1
"[ 0.47389078  0.7053382   0.3085415  -1.3174404   0.47275227  0.20715061
  0.          0.        ]",3
"[ 0.47657862  0.67603254  0.26018593 -1.3054317   0.48230296  0.19101383
  0.          0.        ]",2
"[ 0.4793256   0.6461696   0.26771462 -1.3297025   0.49009794  0.15589939
  0.          0.        ]",3
"[ 0.48207226  0.61570746  0.26771814 -1.3563735   0.4978929   0.15589859
  0.          0.        ]",0
"[ 0.48473835  0.5845687   0.2573736  -1.3873268   0.5082815   0.20777257
  0.          0.        ]",1
"[ 0.48731852  0.5527625   0.24655068 -1.4179226   0.52128553  0.26008013
  0.          0.        ]",1
"[ 0.48995113  0.5204136   0.25342122 -1.4415429   0.53252226  0.2247351
  0.          0.        ]",3
"[ 0.49264783  0.48752576  0.26167464 -1.4648463   0.5416894   0.18334375
  0.          0.        ]",3
"[ 0.4953969   0.45408484  0.2684256  -1.4888848   0.54918605  0.14993313
  0.          0.        ]",3
"[ 0.4980898   0.42000198  0.26135826 -1.5180584   0.55838376  0.18395436
  0.          0.        ]",1
"[ 0.50070983  0.38523862  0.25198674 -1.549256    0.57008016  0.23392852
  0.          0.        ]",1
"[ 0.50281465  0.35113078  0.20047493 -1.5202314   0.58186084  0.23561351
  0.          0.        ]",2
"[ 0.5049775   0.31647184  0.20787022 -1.5441195   0.5918271   0.19932666
  0.          0.        ]",3
"[ 0.5067555   0.28229222  0.1691195  -1.5230212   0.6021732   0.20692173
  0.          0.        ]",2
"[ 0.5086104   0.2475963   0.1790952  -1.5449982   0.609869    0.15391627
  0.          0.        ]",3
"[ 0.51052254  0.21236087  0.18644759 -1.5682541   0.6156197   0.11501451
  0.          0.        ]",3
"[ 0.5119983   0.17731805  0.14301914 -1.5596168   0.6211344   0.11029361
  0.          0.        ]",2
"[ 0.51347387  0.14167565  0.14302135 -1.5862855   0.6266491   0.11029343
  0.          0.        ]",0
"[ 0.5150202   0.10550595  0.1520763  -1.6087815   0.6297711   0.06244029
  0.          0.        ]",3
"[ 0.51650655  0.06865662  0.14424463 -1.6398945   0.63515025  0.10758311
  0.          0.        ]",1
"[ 0.5179928   0.03120769  0.14424676 -1.666563    0.6405294   0.10758284
  0.          1.        ]",0
"[ 5.2010441e-01 -9.8883151e-04  4.0470314e-01 -2.2916754e-01
  6.2014544e-01 -3.3601775e+00  0.0000000e+00  1.0000000e+00]",1
"[-0.00947695  1.4299442  -0.47485313  0.41014063  0.00944255  0.07822566
  0.          0.        ]",3
"[-0.0141861   1.4385741  -0.47486562  0.38352087  0.01335107  0.07817775
  0.          0.        ]",0
"[-0.01879826  1.4466157  -0.4627022   0.35739374  0.01481465  0.02927417
  0.          0.        ]",3
"[-0.02357559  1.4551555  -0.47846738  0.37953016  0.0155402   0.01451248
  0.          0.        ]",2
"[-0.02842731  1.4631015  -0.48778516  0.3531327   0.01813176  0.05183613
  0.          0.        ]",1
"[-0.03332338  1.4716158  -0.49208435  0.3783824   0.02057701  0.04890937
  0.          0.        ]",2
"[-0.03836155  1.4806497  -0.5056804   0.4014867   0.02241879  0.03683913
  0.          0.        ]",2
"[-0.04333782  1.4890916  -0.4979163   0.3751877   0.0227004   0.00563283
  0.          0.        ]",3
"[-0.04822178  1.4969423  -0.48632318  0.34894663  0.02065497 -0.04091247
  0.          0.        ]",3
"[-0.05302639  1.5041949  -0.4763836   0.32238525  0.01661913 -0.0807242
  0.          0.        ]",3
"[-0.05789118  1.5108414  -0.48393208  0.29542977  0.01410139 -0.05035945
  0.          0.        ]",1
"[-0.06275596  1.516888   -0.4839259   0.26876086  0.01158297 -0.05037317
  0.          0.        ]",0
"[-0.06755266  1.5223281  -0.47540697  0.24180794  0.00736062 -0.08445481
  0.          0.        ]",3
"[-0.07241078  1.5271667  -0.48309976  0.21506152  0.0046842  -0.05353335
  0.          0.        ]",1
"[-7.7376746e-02  1.5326989e+00 -4.9339581e-01  2.4588384e-01
  1.5177133e-03 -6.3335449e-02  0.0000000e+00  0.0000000e+00]",2
"[-8.2426354e-02  1.5376395e+00 -5.0389302e-01  2.1958014e-01
  4.5767534e-04 -2.1202482e-02  0.0000000e+00  0.0000000e+00]",1
"[-0.08756523  1.5419885  -0.5150751   0.193291    0.00163788  0.02360648
  0.          0.        ]",1
"[-0.09276619  1.5457404  -0.52287465  0.16674118  0.00437923  0.05483174
  0.          0.        ]",1
"[-0.09796724  1.548892   -0.52288336  0.14007173  0.00711997  0.05482002
  0.          0.        ]",0
"[-0.10330324  1.5530024  -0.53577393  0.18266584  0.00926523  0.04290923
  0.          0.        ]",2
"[-0.10857954  1.5571303  -0.53010726  0.18344587  0.01170639  0.04882734
  0.          0.        ]",2
"[-0.11379385  1.5606554  -0.522318    0.1566663   0.01258548  0.01758375
  0.          0.        ]",3
"[-0.11891909  1.5635817  -0.5111392   0.13006724  0.01122519 -0.02720825
  0.          0.        ]",3
"[-0.1241105   1.5667304  -0.5174819   0.13994722  0.00958648 -0.03277726
  0.          0.        ]",2
"[-0.12930337  1.5706685  -0.51766586  0.17503959  0.00798077 -0.03211416
  0.          0.        ]",2
"[-0.1345233   1.5754144  -0.52027744  0.2109394   0.00628394 -0.03393654
  0.          0.        ]",2
"[-0.13981648  1.5795707  -0.52946246  0.18472105  0.00642544  0.00283007
  0.          0.        ]",1
"[-0.14517355  1.5831169  -0.53747576  0.1576068   0.0081728   0.03494718
  0.          0.        ]",1
"[-0.15046568  1.5860637  -0.5293258   0.13097288  0.00828794  0.0023029
  0.          0.        ]",3
"[-0.15582943  1.5884013  -0.53831905  0.10388281  0.01020541  0.03834936
  0.          0.        ]",1
"[-0.16127482  1.5907117  -0.5461234   0.10267464  0.0117627   0.03114574
  0.          0.        ]",2
"[-0.1667203   1.5924222  -0.5461234   0.07600779  0.01331999  0.03114573
  0.          0.        ]",0
"[-0.17216635  1.5944917  -0.5462147   0.09195773  0.01491369  0.0318739
  0.          0.        ]",2
"[-0.1776124   1.595961   -0.5462147   0.06529085  0.01650738  0.03187387
  0.          0.        ]",0
"[-0.1831173   1.5979978  -0.5518873   0.09050509  0.01788748  0.02760193
  0.          0.        ]",2
"[-0.18871689  1.5994357  -0.56376183  0.06385921  0.02164511  0.07515264
  0.          0.        ]",1
"[-0.19424705  1.6002641  -0.55506736  0.03679394  0.02366522  0.04040197
  0.          0.        ]",3
"[-0.19986057  1.600489   -0.56551796  0.00991508  0.02777952  0.08228613
  0.          0.        ]",1
"[-0.20554408  1.6014855  -0.5723046   0.04421207  0.03168714  0.07815211
  0.          0.        ]",2
"[-0.21121636  1.6029639  -0.5713394   0.06561277  0.03575188  0.08129486
  0.          0.        ]",2
"[-0.2168086   1.6038351  -0.56131387  0.03866936  0.03781391  0.04124052
  0.          0.        ]",3
"[-0.22245188  1.60499    -0.56627953  0.051279    0.03974273  0.03857647
  0.          0.        ]",2
"[-0.22800879  1.60618    -0.5581287   0.05282681  0.04214816  0.04810842
  0.          0.        ]",2
"[-0.23356572  1.6067703  -0.5581287   0.02615966  0.04455359  0.04810838
  0.          0.        ]",0
"[-0.23906092  1.6079206  -0.55240035  0.05104365  0.04740334  0.0569951
  0.          0.        ]",2
"[-0.24447736  1.6093006  -0.54502094  0.06122707  0.05073757  0.0666848
  0.          0.        ]",2
"[-0.24979797  1.6100913  -0.53298706  0.03510963  0.05165439  0.0183362
  0.          0.        ]",3
"[-0.25521606  1.6102861  -0.54521215  0.00853932  0.05501425  0.06719722
  0.          0.        ]",1
"[-0.26071134  1.6098735  -0.5548887  -0.01854305  0.0603177   0.10606901
  0.          0.        ]",1
"[-0.26629344  1.6095328  -0.56329143 -0.01535369  0.06534471  0.10054028
  0.          0.        ]",2
"[-0.2718162   1.60861    -0.55583066 -0.04117126  0.06885972  0.07030013
  0.          0.        ]",3
"[-0.27740437  1.6070796  -0.56403416 -0.06826749  0.07402488  0.10330321
  0.          0.        ]",1
"[-0.28291416  1.6049538  -0.55421066 -0.09464046  0.07721991  0.06390072
  0.          0.        ]",3
"[-0.28851286  1.6037724  -0.56305164 -0.05267317  0.0803718   0.06303769
  0.          0.        ]",2
"[-0.2941115   1.6019912  -0.5630516  -0.07934067  0.08352367  0.06303765
  0.          0.        ]",0
"[-0.29964122  1.5996294  -0.5543747  -0.10504299  0.08491343  0.02779493
  0.          0.        ]",3
"[-0.30537915  1.597698   -0.5744964  -0.08588753  0.08561242  0.01397962
  0.          0.        ]",2
"[-0.31111708  1.5951663  -0.5744964  -0.11255422  0.08631141  0.01397962
  0.          0.        ]",0
"[-0.31674433  1.5931042  -0.56422985 -0.09173635  0.08780433  0.02985852
  0.          0.        ]",2
"[-0.32244983  1.5904261  -0.5740649  -0.11924096  0.09128711  0.06965569
  0.          0.        ]",1
"[-0.3282608   1.5885652  -0.5845192  -0.0829202   0.09468191  0.06789596
  0.          0.        ]",2
"[-0.33413616  1.5860898  -0.592614   -0.11033871  0.09971746  0.10071097
  0.          0.        ]",1
"[-0.3400889   1.583001   -0.60232484 -0.13777442  0.10671704  0.13999145
  0.          0.        ]",1
"[-0.34626526  1.5808338  -0.624149   -0.09679587  0.11318712  0.1294012
  0.          0.        ]",2
"[-0.35267478  1.5788733  -0.6466636  -0.08758203  0.11886593  0.11357629
  0.          0.        ]",2
"[-0.35901728  1.5763223  -0.6382607  -0.11369935  0.12284916  0.07966462
  0.          0.        ]",3
"[-0.3654512   1.5731592  -0.64972156 -0.14111586  0.12914495  0.12591597
  0.          0.        ]",1
"[-0.3718164   1.5694141  -0.641074   -0.16684741  0.13367774  0.090656
  0.          0.        ]",3
"[-0.37810883  1.5650805  -0.63194466 -0.19285427  0.13636535  0.05375229
  0.          0.        ]",3
"[-0.3844815   1.5601358  -0.6419948  -0.22020578  0.14108208  0.09433458
  0.          0.        ]",1
"[-0.3907617   1.5546076  -0.6303978  -0.24592672  0.14344916  0.04734184
  0.          0.        ]",3
"[-0.39697504  1.5484957  -0.62199193 -0.2717061   0.14410216  0.01306008
  0.          0.        ]",3
"[-0.40327382  1.541775   -0.6326848  -0.29897267  0.14690682  0.05609314
  0.          0.        ]",1
"[-0.40964985  1.534426   -0.6424268  -0.32710248  0.1517225   0.09631355
  0.          0.        ]",1
"[-0.41595703  1.5264839  -0.6338023  -0.35330096  0.15480419  0.06163363
  0.          0.        ]",3
"[-0.42235738  1.5179263  -0.6454868  -0.38091525  0.16025299  0.10897614
  0.          0.        ]",1
"[-0.42866355  1.5087992  -0.6336194  -0.40597102  0.16325834  0.06010673
  0.          0.        ]",3
"[-0.43488377  1.4990962  -0.6228174  -0.4313359   0.16404915  0.01581653
  0.          0.        ]",3
"[-0.4410654   1.4900925  -0.6197814  -0.40033826  0.16567035  0.03242382
  0.          0.        ]",2
"[-4.4718179e-01  1.4805014e+00 -6.1159551e-01 -4.2626533e-01
  1.6562863e-01 -8.3431730e-04  0.0000000e+00  0.0000000e+00]",3
"[-0.453219    1.4703307  -0.60164255 -0.45180175  0.16355054 -0.04156158
  0.          0.        ]",3
"[-0.45925623  1.4595602  -0.6016425  -0.47846878  0.16147247 -0.04156155
  0.          0.        ]",0
"[-0.4653534   1.4481628  -0.609223   -0.50648856  0.16097513 -0.00994686
  0.          0.        ]",1
"[-0.47154593  1.4361367  -0.62122184 -0.53471094  0.16294396  0.03937653
  0.          0.        ]",1
"[-0.47790092  1.4241168  -0.6370245  -0.5343816   0.16447449  0.03061026
  0.          0.        ]",2
"[-0.48451242  1.4122559  -0.6618951  -0.52723867  0.16521674  0.0148451
  0.          0.        ]",2
"[-0.49105734  1.3998061  -0.6535451  -0.5532177   0.1642669  -0.01899691
  0.          0.        ]",3
"[-0.49774402  1.387655   -0.6675253  -0.53992206  0.16312294 -0.0228793
  0.          0.        ]",2
"[-0.504359    1.3749177  -0.65852726 -0.5657768   0.16015115 -0.05943561
  0.          0.        ]",3
"[-0.5110694   1.3615475  -0.6705535  -0.5941865   0.15966216 -0.00977981
  0.          0.        ]",1
"[-0.517691    1.3475913  -0.6594148  -0.61998165  0.1569186  -0.05487115
  0.          0.        ]",3
"[-0.5243212   1.334616   -0.6609965  -0.57647175  0.15489687 -0.04043446
  0.          0.        ]",2
"[-5.3102827e-01  1.3210227e+00 -6.7065316e-01 -6.0413957e-01
  1.5484428e-01 -1.0518541e-03  0.0000000e+00  0.0000000e+00]",1
"[-0.5377245   1.3076963  -0.67003214 -0.5923181   0.15525317  0.00817779
  0.          0.        ]",2
"[-0.5444335   1.2951097  -0.67188704 -0.55951613  0.15624191  0.01977487
  0.          0.        ]",2
"[-0.5513179   1.2833627  -0.6893206  -0.52217364  0.15711918  0.01754542
  0.          0.        ]",2
"[-0.5582023   1.271016   -0.6893207  -0.54884034  0.15799646  0.01754555
  0.          0.        ]",0
"[-0.5650867   1.2580693  -0.6893207  -0.575507    0.15887372  0.01754539
  0.          0.        ]",0
"[-0.571859    1.2451806  -0.67893815 -0.5730118   0.16058417  0.03420892
  0.          0.        ]",2
"[-0.5785699   1.2317134  -0.6711978  -0.5985485   0.16069603  0.00223737
  0.          0.        ]",3
"[-0.58522135  1.2176647  -0.66371804 -0.62423646  0.15927005 -0.02851969
  0.          0.        ]",3
"[-0.5918728   1.2030159  -0.663718   -0.6509033   0.15784407 -0.02851975
  0.          0.        ]",0
"[-0.59843254  1.1877917  -0.6521864  -0.6762346   0.15405808 -0.07572002
  0.          0.        ]",3
"[-0.6049923   1.1719677  -0.6521861  -0.70290256  0.15027209 -0.07571995
  0.          0.        ]",0
"[-0.6114916   1.1555556  -0.6445927  -0.7288971   0.14494455 -0.10655107
  0.          0.        ]",3
"[-0.61807823  1.1385233  -0.6555602  -0.75668985  0.14185187 -0.06185372
  0.          0.        ]",1
"[-0.6245893   1.1209049  -0.64607304 -0.7825703   0.13683636 -0.10031043
  0.          0.        ]",3
"[-0.63103193  1.1027104  -0.63744754 -0.80803514  0.13004753 -0.13577674
  0.          0.        ]",3
"[-0.63747466  1.0839164  -0.63744676 -0.8347056   0.12325871 -0.13577636
  0.          0.        ]",0
"[-0.6439174   1.064523   -0.6374459  -0.8613761   0.11646991 -0.1357759
  0.          0.        ]",0
"[-0.6505226   1.0454707  -0.65327305 -0.8462175   0.10927149 -0.14396851
  0.          0.        ]",2
"[-0.65733045  1.0268435  -0.67294157 -0.82731634  0.10148539 -0.15572226
  0.          0.        ]",2
"[-0.6641748   1.0085098  -0.67670053 -0.8143333   0.09380978 -0.15351212
  0.          0.        ]",2
